,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,SenMarkey,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,DonaldNorcross,RepMikeQuigley,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,RepByrne,cbrangel,FrankPallone,repdinatitus,RepBeatty,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepSwalwell,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepAdams,RepReneeEllmers,SusanWBrooks,RepLoisFrankel,SenJohnMcCain,SenTedCruz,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,RepLujanGrisham,SenGillibrand,senatemajldr,RepScottPeters,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,RepGraceMeng,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,JoaquinCastrotx,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,RepKClark,SenFeinstein,RepDanKildee,RepCummings,cathymcmorris,SenatorFischer,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRichHudson,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,SenatorHeitkamp,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorSinema,SenatorCarper,SenatorLankford,RepRichardHanna,RepCardenas,SenWhitehouse,RepHartzler,RepLowenthal,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepVeasey,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,RepEsty,GOPLeader,MikeKellyPA,RepRobinKelly,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,SteveScalise,ChrisMurphyCT,RepJoeKennedy,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,RepDougCollins,KeithRothfus,SenDonnelly,TulsiPress,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,SenBooker,RepSteveIsrael,SteveDaines,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepChrisCollins,RepStephenLynch,RepScottRigell,RepCheri,RepDennyHeck,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,RodneyDavis,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,GovRonDeSantis,RepJohnConyers,RepGusBilirakis,louiseslaughter,RepJasonSmith,BillCassidy,RepWalorski,SenAngusKing,RepTomPrice,RepSeanMaloney,RepSteveStivers,RepKristiNoem,RepStevePearce,SenDuckworth,RepKarenBass,RepChrisStewart,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,RepBillFoster,JudgeCarter,RepAnnWagner,DarrellIssa,RepKevinYoder,RepDavid,RepAndyBarr,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,SenTomCotton,RepLindaSanchez,SenLandrieu,RepJeffries,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepBradWenstrup,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,USRepRickNolan,RepHuffman,RepJoeCourtney,JohnBoozman,RepDaveJoyce,RepLouBarletta,RepAnnieKuster,RepDennisRoss,aaronschock,RepBillJohnson,RepCartwright,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,RepBera,RepJBridenstine,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,RepRWilliams,jahimes,SenatorBegich,RepMikeRogers,USRepDavidJolly,RepJeffDuncan,JuliaBrownley26,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,RepMullin,SenKevinCramer,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepPaulCook,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,TXRandy14,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,RepLukeMesser,SenCoryGardner,RepScottPerry,RepPittenger,RepMarthaRoby,RepDaveBrat,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,RepMarkTakano,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,SenWarren,RepDerekKilmer,RepRobertHurt,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepFilemonVela,RepAnnaEshoo,KenCalvert,RepHalRogers,RepCurtClawson,RepTomRice,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,RepJimMcDermott,RepChrisSmith,RepSanfordSC,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,RepDavidValadao,JeffFlake,RepSarbanes,TomLatham,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,CongressmanRuiz,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,RepTedYoho,RepPeterDeFazio,repdonyoung,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,RepMarkMeadows,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,congbillposey,HowardCoble,SamsPressShop,RepLaMalfa,RepBrady,RepHolding,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,BlumenauerMedia,RepMcClintock,LuisGutierrez,SenBillNelson,RepMcCarthyNY,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,GeorgeHolding,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,timkaine,RepCohen,RepJuanVargas,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
SenatorBarb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,6,0,0,0,15,14,2,0,11,11,0,0,0,8,0,0,0,0,0,12,8,0,1,0,0,4,0,0,0,2,20,0,2,0,10,7,4,12,0,0,5,1,0,0,0,9,0,0,9,0,0,0,7,13,5,3,5,10,6,8,9,0,0,5,0,14,2,4,22,0,4,0,1,3,2,1,2,14,2,16,5,0,12,11,1,0,12,0,0,0,6,6,3,8,4,3,13,8,8,2,0,2,7,0,6,12,0,0,12,12,12,5,6,0,5,3,7,0,8,4,6,11,5,1,14,13,1,2,10,0,9,4,1,5,3,16,15,0,0,0,4,14,15,2,6,2,3,13,0,1,0,0,3,4,2,0,0,7,5,0,0,3,17,1,0,0,17,1,14,7,0,12,0,0,7,0,15,7,3,3,15,16,0,15,2,0,1,16,0,1,10,10,3,6,21,6,0,0,12,4,7,4,5,7,14,0,12,3,7,5,0,0,0,0,18,9,7,4,6,3,6,2,3,15,2,7,3,5,0,16,0,6,2,14,2,2,2,0,1,1,11,5,3,0,1,4,0,0,8,6,13,1,1,3,4,2,1,3,4,0,0,5,11,4,6,2,0,5,1,0,4,0,4,1,15,3,6,1,0,4,4,2,1,1,1,5,0,0,0,3,6,0,6,6,0,11,2,2,2,7,2,0,7,1,0,7,0,2,0,1,0,1,1,6,4,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,6,18,7,3,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SenatorBoxer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,13,6,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,7,0,0,0,22,18,2,0,13,26,0,0,0,12,0,0,0,0,0,17,7,0,5,0,0,9,0,0,0,2,33,0,8,0,5,10,13,16,0,0,4,4,0,0,0,16,0,0,9,0,0,0,10,12,7,13,13,6,6,4,6,0,0,7,0,25,4,8,22,0,6,0,9,10,10,8,8,18,6,31,12,2,7,12,11,0,13,0,0,0,22,8,10,11,10,6,16,15,15,8,0,6,10,0,8,16,0,0,19,10,22,13,8,0,9,11,13,0,15,12,10,15,8,7,18,25,1,6,12,7,8,10,5,8,4,25,20,0,0,0,8,23,13,7,11,8,4,11,0,3,0,0,3,9,3,0,0,7,6,0,0,6,23,7,0,0,27,5,15,11,12,0,0,0,12,0,13,12,4,3,21,20,0,19,6,0,1,18,3,2,16,21,5,6,19,10,1,3,15,10,11,8,10,10,16,0,26,10,8,11,0,0,0,0,18,13,19,16,14,10,8,5,6,28,7,9,8,10,0,12,0,6,5,16,7,4,8,0,4,1,16,8,2,1,5,7,6,0,16,10,21,3,3,5,4,5,3,6,9,8,4,9,11,8,7,3,0,3,6,0,5,3,8,7,23,3,11,3,3,3,14,5,2,9,4,7,0,2,1,8,8,1,9,10,1,15,5,3,8,7,2,0,12,6,4,10,0,6,2,0,0,5,4,12,7,0,0,2,4,0,5,4,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,11,17,2,7,0,0,0,13,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,0,9,4
MaxineWaters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amyklobuchar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepBobGibbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,24,15,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,11,0,0,0,10,6,0,0,6,17,0,0,0,21,0,0,0,0,0,28,4,0,14,0,0,17,0,0,0,1,14,0,1,0,12,22,18,29,0,1,11,0,0,0,0,22,0,0,6,0,0,0,14,12,11,21,23,7,9,0,2,0,0,16,0,8,7,19,9,0,15,0,20,13,17,20,8,5,7,14,25,2,17,9,18,0,31,0,0,0,8,14,10,20,17,14,10,29,16,7,0,10,19,0,19,5,0,0,8,9,8,8,15,0,22,16,21,0,19,17,18,27,18,16,14,8,2,11,26,9,4,13,5,19,2,6,4,0,0,0,12,8,8,11,20,10,2,10,0,3,0,0,2,8,8,0,0,16,6,0,0,5,8,14,0,0,3,13,6,18,7,12,0,0,0,0,10,19,13,11,8,13,0,5,13,0,5,8,6,1,6,9,11,16,11,25,2,4,8,17,7,12,18,12,6,0,13,19,15,22,0,0,0,0,10,7,4,17,21,19,12,2,9,10,7,2,16,12,0,6,0,13,11,3,17,3,16,0,8,0,8,14,5,1,14,15,7,0,6,13,9,5,2,2,12,9,5,10,7,10,7,12,2,9,13,5,0,1,11,0,5,7,13,16,7,7,6,8,2,1,4,6,4,12,3,5,1,1,1,12,1,0,3,3,1,6,0,7,7,12,0,3,9,7,9,17,1,9,6,1,1,7,6,3,9,1,0,2,6,0,11,4,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,0,1,13,2,9,3,11,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1
RepShimkus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepJimCosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30,0,7,0,0,0,27,15,2,0,11,19,0,0,0,9,0,0,0,0,0,14,11,0,3,0,0,12,0,0,0,2,26,0,3,0,13,13,4,12,0,0,11,1,0,0,0,13,0,0,16,0,0,0,7,18,7,5,10,18,6,7,12,0,0,4,0,19,5,8,12,0,8,0,8,7,4,6,3,15,3,21,5,0,13,4,4,0,16,0,0,0,15,7,5,7,6,2,13,11,10,1,0,2,12,0,6,15,0,0,19,8,12,15,7,0,7,6,7,0,7,5,6,21,8,3,19,19,1,4,12,2,9,4,4,8,2,13,22,0,0,0,7,20,17,3,9,2,2,19,0,3,0,0,2,4,5,0,0,5,6,0,0,4,18,4,0,0,14,6,16,14,15,13,0,0,10,0,0,15,7,5,14,24,0,21,8,0,3,18,3,2,11,18,4,3,23,8,2,4,12,5,6,8,7,8,20,0,24,5,9,13,0,0,0,0,21,11,9,5,9,7,12,3,3,19,5,9,4,7,0,21,0,8,5,12,1,2,4,0,3,3,12,5,3,0,4,7,2,0,11,4,14,2,0,4,5,2,2,5,4,3,11,8,8,5,8,3,0,4,5,0,9,3,3,3,15,4,9,3,1,4,11,2,4,3,3,6,2,3,0,4,4,1,8,8,1,17,2,2,2,9,2,0,9,1,2,5,1,3,3,0,0,2,2,8,5,1,0,1,2,0,4,2,0,1,0,4,1,0,0,0,0,0,0,0,3,0,0,0,1,5,11,17,8,4,0,0,0,18,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,3,3
RepPaulCook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,6,33,26,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,20,0,0,0,23,12,0,0,7,22,0,0,0,26,0,0,0,0,0,51,5,0,14,0,0,39,0,0,0,1,30,0,3,0,19,44,33,43,0,0,14,1,0,0,0,44,0,0,15,0,0,0,17,18,19,32,33,9,24,2,9,0,0,24,0,18,11,32,10,0,15,0,30,21,24,18,21,9,10,23,32,2,29,16,28,0,63,0,0,0,14,21,12,35,16,24,15,41,27,16,0,19,18,0,17,10,0,0,9,13,15,17,24,0,33,19,32,0,36,19,20,32,24,22,30,16,2,11,40,11,6,20,9,35,2,8,7,0,0,0,17,9,12,21,23,10,3,12,0,6,0,0,4,14,12,0,0,22,4,0,0,10,12,12,0,0,5,18,16,31,7,12,0,0,19,0,15,0,25,14,11,23,0,15,17,0,7,12,15,3,7,11,12,23,15,31,2,5,17,24,3,17,32,12,7,0,20,31,16,44,0,0,0,0,14,14,6,28,27,31,22,2,15,13,10,5,16,20,0,11,0,18,19,5,24,2,17,0,10,0,9,21,8,4,18,29,8,0,7,21,9,10,2,2,16,14,8,12,6,9,16,13,4,19,24,7,0,1,14,0,11,8,19,13,12,12,4,10,1,3,7,10,2,13,5,5,1,3,1,15,2,0,2,2,0,10,1,8,13,21,1,6,18,9,10,16,1,21,10,1,0,10,13,4,18,7,0,2,12,0,8,6,0,1,1,1,2,1,0,0,0,0,0,0,8,0,0,0,1,25,6,12,8,16,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,12,1
RepMikeCoffman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,31,13,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,8,0,0,0,18,5,0,0,3,13,0,0,0,11,0,0,0,0,0,22,1,0,11,0,0,14,0,0,0,0,15,0,1,0,7,25,10,29,0,0,11,0,0,0,0,25,0,0,6,0,0,0,10,17,12,20,20,4,9,2,3,0,0,10,0,12,7,20,8,0,10,0,16,11,13,14,8,6,8,11,16,2,17,6,14,0,29,0,0,0,8,13,10,17,9,7,15,21,19,5,0,12,19,0,14,10,0,0,7,9,10,5,15,0,12,14,17,0,20,12,13,13,15,12,14,7,1,7,24,3,4,10,7,15,5,9,3,0,0,0,12,5,12,6,14,6,0,10,0,3,0,0,2,5,5,0,0,18,3,0,0,4,8,7,0,0,3,12,9,18,3,4,0,0,13,0,7,25,0,11,4,18,0,7,10,0,3,8,5,2,5,6,10,13,13,14,2,5,11,12,7,8,18,9,4,0,12,14,15,18,0,0,0,0,12,12,4,10,14,18,13,1,12,8,4,3,16,9,0,8,0,12,13,2,10,2,11,0,4,0,3,9,6,1,9,18,5,0,7,13,4,3,2,3,9,8,6,6,4,4,8,12,4,17,12,4,0,4,8,0,10,6,10,9,11,8,4,4,1,2,2,7,5,11,1,5,1,2,0,8,2,0,2,3,0,7,1,8,6,12,0,4,9,3,6,9,1,10,4,1,1,7,7,5,7,1,0,1,7,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,14,1,11,3,7,0,0,0,10,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,7,1
SenatorEnzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,13,9,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,8,4,0,0,1,8,0,0,0,11,0,0,0,0,0,15,2,0,8,0,0,10,0,0,0,0,7,0,0,0,8,10,8,19,0,0,8,0,0,0,0,14,0,0,3,0,0,0,8,8,7,9,13,3,11,0,4,0,0,9,0,3,4,11,4,0,8,0,11,4,11,6,5,2,4,6,13,2,10,3,7,0,13,0,0,0,2,6,7,13,11,7,5,11,11,5,0,10,11,0,10,3,0,0,3,6,1,4,7,0,11,9,11,0,9,9,9,7,11,8,9,4,2,6,13,2,2,6,3,12,2,4,2,0,0,0,9,5,5,7,10,3,0,6,0,2,0,0,3,3,3,0,0,13,3,0,0,1,4,6,0,0,1,7,4,13,3,3,0,0,11,0,5,14,11,0,5,8,0,4,8,0,1,4,3,0,1,1,8,9,7,13,2,2,5,8,2,6,11,8,2,0,7,7,7,10,0,0,0,0,6,4,2,6,12,10,11,1,9,3,2,1,10,8,0,5,0,6,7,1,6,1,6,0,3,0,2,7,3,1,7,12,2,0,2,7,2,2,0,0,9,8,3,6,1,2,4,8,1,5,9,5,0,0,9,0,5,5,7,6,6,6,3,4,1,0,2,4,1,7,0,3,1,1,1,6,0,0,2,2,0,4,0,6,4,8,0,2,6,4,8,10,1,6,6,0,0,2,5,2,6,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,11,0,7,5,8,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
