,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,SenMarkey,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,DonaldNorcross,RepMikeQuigley,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,RepByrne,cbrangel,FrankPallone,repdinatitus,RepBeatty,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepSwalwell,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepAdams,RepReneeEllmers,SusanWBrooks,RepLoisFrankel,SenJohnMcCain,SenTedCruz,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,RepLujanGrisham,SenGillibrand,senatemajldr,RepScottPeters,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,RepGraceMeng,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,JoaquinCastrotx,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,RepKClark,SenFeinstein,RepDanKildee,RepCummings,cathymcmorris,SenatorFischer,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRichHudson,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,SenatorHeitkamp,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorSinema,SenatorCarper,SenatorLankford,RepRichardHanna,RepCardenas,SenWhitehouse,RepHartzler,RepLowenthal,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepVeasey,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,RepEsty,GOPLeader,MikeKellyPA,RepRobinKelly,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,SteveScalise,ChrisMurphyCT,RepJoeKennedy,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,RepDougCollins,KeithRothfus,SenDonnelly,TulsiPress,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,SenBooker,RepSteveIsrael,SteveDaines,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepChrisCollins,RepStephenLynch,RepScottRigell,RepCheri,RepDennyHeck,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,RodneyDavis,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,GovRonDeSantis,RepJohnConyers,RepGusBilirakis,louiseslaughter,RepJasonSmith,BillCassidy,RepWalorski,SenAngusKing,RepTomPrice,RepSeanMaloney,RepSteveStivers,RepKristiNoem,RepStevePearce,SenDuckworth,RepKarenBass,RepChrisStewart,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,RepBillFoster,JudgeCarter,RepAnnWagner,DarrellIssa,RepKevinYoder,RepDavid,RepAndyBarr,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,SenTomCotton,RepLindaSanchez,SenLandrieu,RepJeffries,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepBradWenstrup,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,USRepRickNolan,RepHuffman,RepJoeCourtney,JohnBoozman,RepDaveJoyce,RepLouBarletta,RepAnnieKuster,RepDennisRoss,aaronschock,RepBillJohnson,RepCartwright,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,RepBera,RepJBridenstine,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,RepRWilliams,jahimes,SenatorBegich,RepMikeRogers,USRepDavidJolly,RepJeffDuncan,JuliaBrownley26,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,RepMullin,SenKevinCramer,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepPaulCook,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,TXRandy14,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,RepLukeMesser,SenCoryGardner,RepScottPerry,RepPittenger,RepMarthaRoby,RepDaveBrat,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,RepMarkTakano,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,SenWarren,RepDerekKilmer,RepRobertHurt,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepFilemonVela,RepAnnaEshoo,KenCalvert,RepHalRogers,RepCurtClawson,RepTomRice,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,RepJimMcDermott,RepChrisSmith,RepSanfordSC,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,RepDavidValadao,JeffFlake,RepSarbanes,TomLatham,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,CongressmanRuiz,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,RepTedYoho,RepPeterDeFazio,repdonyoung,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,RepMarkMeadows,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,congbillposey,HowardCoble,SamsPressShop,RepLaMalfa,RepBrady,RepHolding,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,BlumenauerMedia,RepMcClintock,LuisGutierrez,SenBillNelson,RepMcCarthyNY,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,GeorgeHolding,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,timkaine,RepCohen,RepJuanVargas,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
ChrisVanHollen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,7,0,0,0,25,23,3,0,14,23,0,0,0,8,0,0,0,0,0,13,12,0,4,0,0,10,0,0,0,1,25,0,1,0,12,9,7,11,0,0,6,5,0,0,0,10,0,0,15,0,0,0,6,18,6,9,8,9,7,7,11,0,0,8,0,23,4,8,21,0,3,0,7,7,8,3,4,20,5,23,6,0,9,10,8,0,11,0,0,0,14,4,7,12,5,7,18,9,8,5,0,5,5,0,5,18,0,0,22,9,15,14,7,0,10,7,10,0,8,4,11,13,9,7,14,19,1,4,11,5,9,5,4,9,6,17,22,0,0,0,6,26,15,5,11,1,2,15,0,2,0,0,4,5,4,0,0,7,6,0,0,3,23,2,0,0,20,5,16,8,15,21,0,0,8,0,14,11,4,5,0,16,0,21,2,0,2,22,4,4,12,21,2,8,21,8,0,3,20,9,7,7,5,7,19,0,22,10,6,12,0,0,0,0,17,5,14,8,10,8,10,5,4,21,6,9,6,4,0,17,0,5,5,13,6,4,4,0,3,1,12,5,3,0,1,8,2,0,16,8,16,1,1,6,6,4,5,4,5,3,4,6,8,5,5,3,0,2,5,0,6,2,8,2,24,4,4,5,2,2,10,2,1,7,1,5,1,5,1,3,7,0,8,7,0,19,9,4,3,4,2,1,6,3,4,6,1,4,3,0,0,3,2,12,6,0,0,1,7,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,6,11,17,5,7,0,0,0,17,1,0,6,0,0,0,0,1,0,0,0,0,0,0,3,0,5,4
RepAndreCarson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,19,12,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,25,0,8,0,0,0,39,20,1,0,19,29,0,0,0,16,0,0,0,0,0,27,10,0,9,0,0,18,0,0,0,3,37,0,5,0,17,22,12,30,0,0,15,2,0,0,0,29,0,0,17,0,0,0,17,29,14,15,20,15,13,10,14,0,0,9,0,32,7,17,19,0,4,0,10,11,10,9,6,24,9,32,15,0,27,12,11,0,32,0,0,0,24,15,6,15,12,9,27,30,17,7,0,10,15,0,15,23,0,0,23,14,20,16,18,0,15,13,19,0,22,13,15,20,14,7,29,19,2,9,22,6,15,11,7,14,9,23,21,0,0,0,15,24,27,4,18,4,4,25,0,4,0,0,3,7,10,0,0,16,10,0,0,4,26,6,0,0,18,8,17,20,16,20,0,0,13,0,24,23,18,8,16,0,0,21,9,0,5,21,3,5,12,23,12,12,37,18,1,5,22,12,7,6,11,12,19,0,31,20,11,19,0,0,0,0,22,15,10,8,17,15,14,4,10,27,9,12,10,11,0,26,0,11,9,14,9,1,8,0,4,3,13,8,8,0,8,14,2,0,20,10,19,3,2,7,9,8,5,3,9,5,6,16,11,14,18,6,0,7,7,0,15,4,11,4,26,8,9,5,2,5,15,5,5,9,2,9,1,4,1,8,10,1,13,7,0,20,9,4,8,14,4,1,9,3,6,12,0,7,3,0,0,5,5,15,8,1,0,1,7,1,4,5,1,2,0,0,2,0,0,0,0,0,0,0,7,0,0,0,1,15,12,21,5,11,0,0,0,23,0,0,6,0,0,0,0,4,0,0,0,0,0,0,4,0,5,5
SenJohnThune,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LorettaSanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,7,0,0,0,44,19,5,0,17,38,0,0,0,7,0,0,0,0,0,20,9,0,2,0,0,10,0,0,0,4,42,0,6,0,11,11,10,17,0,1,8,4,0,0,0,15,0,0,14,0,0,0,6,21,5,10,12,11,10,8,13,0,0,4,0,36,3,8,21,0,3,0,8,10,9,7,6,25,3,32,7,2,9,13,9,0,17,0,0,0,20,12,7,14,5,6,28,14,9,7,0,7,10,0,7,22,0,0,33,12,22,16,11,0,10,7,9,0,11,10,10,17,7,5,31,28,1,2,10,4,9,8,7,7,5,19,23,0,0,0,7,29,18,5,8,5,1,16,0,2,0,0,2,9,5,0,0,6,13,0,0,3,33,2,0,0,25,4,22,13,15,19,0,0,5,0,21,15,7,4,21,21,0,0,2,0,3,23,3,6,16,26,7,11,33,12,1,3,23,6,8,8,9,5,27,0,29,8,4,13,0,0,0,0,29,14,11,6,10,8,9,4,6,32,3,12,7,9,0,20,0,3,4,17,3,4,4,0,4,2,19,5,3,0,5,9,2,0,25,6,24,1,1,4,9,6,6,2,4,5,6,12,13,13,8,3,0,7,4,0,9,1,10,8,30,4,9,6,0,8,21,3,2,6,3,8,0,6,0,7,10,0,10,8,0,25,9,1,7,6,3,1,9,3,3,7,0,9,1,0,0,4,4,12,4,0,0,1,1,0,2,3,0,1,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,5,15,16,6,9,0,0,0,33,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,0,3,6
DocHastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,22,8,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,7,0,0,0,8,0,0,0,3,10,0,0,0,13,0,0,0,0,0,15,1,0,9,0,0,9,0,0,0,0,12,0,3,0,2,17,13,18,0,0,6,0,0,0,0,15,0,0,3,0,0,0,8,10,6,16,14,0,8,0,4,0,0,8,0,7,5,9,4,0,9,0,15,7,9,12,7,2,8,9,20,3,8,3,16,0,26,0,0,0,3,11,5,14,10,5,3,21,11,2,0,8,11,0,12,7,0,0,4,7,4,1,7,0,9,11,18,0,14,9,8,13,11,8,12,9,1,3,22,3,1,8,3,13,0,7,3,0,0,0,8,1,6,6,11,5,0,7,0,2,0,0,2,3,3,0,0,13,4,0,0,2,5,10,0,0,3,10,3,8,2,6,0,0,13,0,8,17,10,8,2,9,0,2,0,0,2,4,2,0,2,7,11,8,5,9,1,2,5,14,2,3,16,8,3,0,9,11,8,8,0,0,0,0,7,4,2,8,12,15,12,0,8,5,2,1,12,5,0,4,0,15,10,3,5,2,6,0,3,0,3,10,8,1,12,13,4,0,2,14,5,2,2,1,8,7,2,9,3,3,8,3,2,10,15,1,0,1,7,0,4,3,3,5,4,4,4,3,1,1,4,9,5,6,3,4,0,0,0,3,0,0,1,2,0,3,0,5,5,8,0,2,5,6,3,11,1,3,3,0,0,2,6,1,8,0,0,1,2,0,6,0,0,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,8,2,5,1,4,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
GerryConnolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RobWittman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,5,1,0,0,2,6,0,0,0,3,0,0,0,0,0,10,1,0,5,0,0,8,0,0,0,0,6,0,1,0,4,8,5,5,0,1,6,0,0,0,0,13,0,0,4,0,0,0,2,8,6,3,6,6,9,0,1,0,0,5,0,2,7,5,2,0,3,0,4,4,4,4,3,2,1,6,3,0,7,6,3,0,8,0,0,0,3,3,3,6,2,3,5,9,5,1,0,2,2,0,5,1,0,0,1,4,5,5,7,0,8,4,6,0,5,7,7,4,4,2,6,3,0,0,7,3,0,4,1,6,0,3,1,0,0,0,6,2,5,3,3,1,0,2,0,3,0,0,0,4,2,0,0,4,2,0,0,1,3,4,0,0,2,3,4,4,1,1,0,0,5,0,3,7,3,1,2,5,0,3,2,0,0,4,4,0,3,3,3,3,4,8,0,1,4,4,1,5,9,4,1,0,7,3,3,11,0,0,0,0,3,3,2,7,6,3,2,0,3,4,3,2,2,4,0,1,0,4,6,2,4,0,5,0,3,0,1,2,3,0,3,1,3,0,3,1,3,1,1,0,1,2,2,2,3,4,3,5,1,6,3,3,0,3,2,0,3,0,9,2,5,0,2,2,0,2,1,1,1,3,1,2,0,1,0,4,0,0,1,1,0,5,0,2,1,7,0,1,6,0,3,4,0,6,2,0,0,2,0,2,4,0,0,1,1,1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,7,4,3,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
NitaLowey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,0,9,0,0,0,34,26,3,0,19,31,0,0,0,9,0,0,0,0,0,20,14,0,8,0,0,14,0,0,0,2,43,0,2,0,6,14,11,15,0,1,7,3,0,0,0,14,0,0,14,0,0,0,6,19,9,7,15,12,10,12,13,0,0,6,0,29,9,8,28,0,5,0,9,11,9,5,6,25,7,33,8,0,10,8,8,0,19,0,0,0,15,7,7,8,6,4,31,15,11,5,0,6,8,0,11,24,0,0,25,15,20,8,12,0,11,8,16,0,11,11,11,13,7,7,28,24,2,5,12,6,12,7,2,11,3,24,29,0,0,0,8,28,24,5,7,1,3,17,0,1,0,0,3,4,3,0,0,7,9,0,0,5,34,6,0,0,36,7,22,12,16,18,0,0,8,0,18,12,8,4,22,21,0,23,4,0,4,0,5,3,14,23,5,7,27,11,1,2,23,8,8,5,11,6,25,0,26,10,8,13,0,0,0,0,27,10,13,9,18,9,10,3,6,23,4,12,7,9,0,33,0,8,7,22,10,3,6,0,6,2,18,6,3,0,3,9,3,0,20,6,13,3,1,7,6,4,5,5,7,5,4,10,13,8,7,7,0,5,8,0,8,2,8,3,26,0,12,3,1,6,14,4,4,8,2,8,0,2,1,7,12,0,13,4,0,22,9,2,5,10,1,2,5,4,3,5,1,8,3,0,0,4,3,20,4,0,0,1,4,1,3,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,4,11,25,8,7,0,0,0,19,1,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,3,2
GrahamBlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,9,0,0,0,4,2,0,0,0,9,0,0,0,7,0,0,0,0,0,16,2,0,4,0,0,15,0,0,0,1,11,0,0,0,5,9,11,11,0,0,8,1,0,0,0,11,0,0,6,0,0,0,2,7,8,11,8,5,5,0,2,0,0,6,0,4,5,8,2,0,3,0,9,11,9,5,8,1,2,7,7,1,8,5,10,0,12,0,0,0,5,4,6,11,2,9,2,12,9,3,0,4,3,0,4,3,0,0,1,3,6,9,8,0,11,9,10,0,15,7,6,8,6,7,9,2,1,6,8,2,1,7,2,8,0,2,0,0,0,0,5,1,2,7,9,5,0,1,0,4,0,0,1,7,3,0,0,6,1,0,0,3,3,1,0,0,0,8,6,8,0,3,0,0,6,0,3,15,5,3,4,3,0,3,2,0,4,5,0,1,1,0,5,5,2,10,3,2,4,7,0,7,11,5,3,0,7,12,3,12,0,0,0,0,3,4,3,13,10,4,4,0,5,3,5,1,5,6,0,3,0,5,9,1,10,1,8,0,4,0,1,5,1,0,7,3,3,0,2,6,5,4,3,0,4,3,4,5,2,5,2,8,2,7,4,3,0,0,5,0,3,3,9,6,3,1,0,2,2,0,2,1,1,6,0,1,0,3,0,4,1,1,1,2,0,3,0,3,4,6,0,1,6,4,5,3,1,8,5,1,0,5,4,3,5,0,0,1,4,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,9,1,2,2,7,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1
jaredpolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,2,6,0,0,2,7,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,11,0,1,0,3,4,2,1,0,0,2,1,0,0,0,2,0,0,3,0,0,0,0,0,2,4,3,1,1,0,1,0,0,3,0,7,0,3,2,0,1,0,2,3,2,2,2,6,0,4,2,1,1,3,3,0,6,0,0,0,2,3,5,4,0,0,4,3,3,2,0,3,2,0,0,3,0,0,5,1,4,4,1,0,1,2,1,0,3,5,1,0,0,2,7,6,0,1,0,0,3,0,1,3,0,4,4,0,0,0,1,4,4,1,3,3,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,3,0,2,1,1,2,0,0,1,0,2,3,2,0,4,5,0,6,0,0,0,3,1,0,3,4,1,3,3,7,0,0,3,1,5,1,3,0,5,0,6,4,4,4,0,0,0,0,4,0,2,2,2,6,1,2,2,4,2,1,1,4,0,5,0,1,1,3,1,2,0,0,1,0,3,0,1,0,2,0,2,0,0,3,4,0,0,3,0,1,1,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,2,3,7,0,0,0,1,1,4,1,1,2,0,1,0,2,0,2,1,0,0,0,0,0,2,0,0,3,0,0,1,0,1,1,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,4,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
